id,Machine failure,Probability
136971,0,0.003254538
136972,0,0.00365026
136973,0,0.010011016
136974,0,0.002463447
136975,0,0.002739019
136976,0,0.002536764
136977,0,0.004092782
136978,0,0.002157591
136979,0,0.002157591
136980,0,0.007475585
136981,0,0.002791683
136982,0,0.002398329
136983,0,0.012440701
136984,0,0.003644778
136985,0,0.003386092
136986,0,0.002463447
136987,0,0.002507891
136988,0,0.010388713
136989,0,0.00254528
136990,0,0.002480347
136991,0,0.002398329
136992,0,0.002655119
136993,0,0.003480353
136994,0,0.00365026
136995,0,0.022210884
136996,0,0.008597926
136997,0,0.00243689
136998,0,0.002677712
136999,0,0.004241798
137000,0,0.008955221
137001,0,0.003562652
137002,0,0.003736038
137003,0,0.002398329
137004,0,0.009120853
137005,1,0.862282542
137006,0,0.00235915
137007,0,0.00254528
137008,0,0.00277448
137009,0,0.035213589
137010,0,0.003005947
137011,0,0.00243689
137012,0,0.038336752
137013,0,0.002415228
137014,0,0.002533742
137015,0,0.002837408
137016,0,0.002633969
137017,0,0.002157591
137018,0,0.00268151
137019,0,0.002293503
137020,0,0.003254096
137021,0,0.004044826
137022,0,0.002157591
137023,0,0.002467246
137024,0,0.002157591
137025,0,0.002553664
137026,0,0.013298118
137027,0,0.002301457
137028,0,0.002284053
137029,0,0.002432156
137030,0,0.019998962
137031,0,0.002453367
137032,0,0.003272761
137033,0,0.003823964
137034,0,0.002858806
137035,0,0.010892881
137036,0,0.002694611
137037,1,0.959618601
137038,0,0.003644778
137039,0,0.002647749
137040,0,0.002296409
137041,0,0.002973427
137042,0,0.003522143
137043,0,0.002677712
137044,0,0.002677712
137045,0,0.003675247
137046,0,0.002415256
137047,0,0.003065465
137048,0,0.002644475
137049,0,0.00272212
137050,0,0.002496533
137051,0,0.002415256
137052,0,0.002946137
137053,0,0.002118412
137054,0,0.00275033
137055,0,0.002490963
137056,0,0.002677712
137057,0,0.00235915
137058,0,0.002415256
137059,0,0.003214219
137060,0,0.002118412
137061,0,0.002694611
137062,0,0.003125289
137063,0,0.002755947
137064,0,0.002664611
137065,0,0.008037868
137066,0,0.009021497
137067,0,0.002463447
137068,0,0.002677712
137069,0,0.014937252
137070,0,0.002664611
137071,0,0.003747866
137072,0,0.00256218
137073,0,0.003644778
137074,0,0.002739047
137075,0,0.003379135
137076,0,0.002296409
137077,0,0.00275033
137078,0,0.002677712
137079,0,0.002677712
137080,0,0.00235915
137081,0,0.002677712
137082,0,0.002677712
137083,0,0.003540062
137084,0,0.00268151
137085,0,0.002490963
137086,0,0.002934502
137087,0,0.002432156
137088,0,0.004069889
137089,0,0.00235915
137090,0,0.002415256
137091,0,0.002296409
137092,0,0.020091003
137093,0,0.011994793
137094,0,0.002677712
137095,0,0.002398329
137096,0,0.002415256
137097,0,0.007510011
137098,0,0.002739019
137099,0,0.002398329
137100,0,0.003661678
137101,0,0.00243689
137102,0,0.002664611
137103,0,0.009711779
137104,0,0.003150077
137105,0,0.020459196
137106,0,0.034727766
137107,0,0.003184256
137108,0,0.0024013
137109,0,0.002664611
137110,0,0.003675247
137111,0,0.117184866
137112,1,0.98004651
137113,0,0.004296312
137114,0,0.002694611
137115,0,0.002191418
137116,0,0.005354227
137117,0,0.002694611
137118,0,0.00281076
137119,0,0.017723917
137120,0,0.002677712
137121,0,0.003396035
137122,0,0.003652216
137123,0,0.003747866
137124,0,0.014721137
137125,0,0.002677712
137126,0,0.002398329
137127,0,0.002536764
137128,0,0.002677712
137129,0,0.002415256
137130,0,0.002398329
137131,0,0.002490963
137132,0,0.002118412
137133,0,0.002376049
137134,0,0.002739047
137135,0,0.002391743
137136,0,0.002157591
137137,0,0.002694611
137138,0,0.002664611
137139,0,0.002191418
137140,0,0.007394838
137141,0,0.002481079
137142,0,0.003694151
137143,0,0.002457538
137144,0,0.002415228
137145,0,0.00256218
137146,0,0.002704869
137147,0,0.002432156
137148,0,0.003549139
137149,0,0.00234961
137150,0,0.003838504
137151,0,0.002647749
137152,0,0.002850186
137153,0,0.003977751
137154,0,0.00443166
137155,0,0.002415256
137156,0,0.00259949
137157,0,0.027638196
137158,0,0.017205795
137159,0,0.019759214
137160,0,0.003125289
137161,0,0.00263469
137162,0,0.003644778
137163,0,0.002432156
137164,0,0.002536764
137165,0,0.002453367
137166,0,0.002415228
137167,0,0.002664611
137168,0,0.002415256
137169,0,0.014999197
137170,0,0.002415256
137171,0,0.003747866
137172,0,0.010040424
137173,0,0.002677712
137174,0,0.002564723
137175,0,0.002664611
137176,0,0.002463447
137177,0,0.008928549
137178,0,0.00256218
137179,0,0.002398329
137180,0,0.002398329
137181,0,0.002677712
137182,0,0.002481382
137183,0,0.002415256
137184,0,0.00235915
137185,0,0.002321554
137186,0,0.002398329
137187,0,0.002415228
137188,0,0.002933037
137189,0,0.002833149
137190,0,0.002450346
137191,0,0.002694611
137192,0,0.238528066
137193,0,0.002694611
137194,0,0.005022304
137195,0,0.005667119
137196,0,0.004083469
137197,0,0.002664648
137198,0,0.00272212
137199,0,0.002677712
137200,0,0.002157591
137201,0,0.002778653
137202,0,0.002739019
137203,0,0.002677712
137204,0,0.002398329
137205,0,0.002479634
137206,0,0.002432156
137207,0,0.003675247
137208,0,0.00406657
137209,0,0.002332682
137210,0,0.002634648
137211,0,0.012742363
137212,0,0.002963037
137213,0,0.002721901
137214,0,0.00276723
137215,0,0.009262588
137216,0,0.003883627
137217,0,0.003644778
137218,0,0.003675247
137219,0,0.003005947
137220,0,0.002677712
137221,0,0.002747754
137222,0,0.003488441
137223,0,0.002306933
137224,0,0.002677712
137225,0,0.002432156
137226,0,0.002677712
137227,0,0.004308252
137228,0,0.014309514
137229,0,0.00243689
137230,0,0.002157591
137231,0,0.002415256
137232,0,0.002564723
137233,0,0.002391743
137234,0,0.00268151
137235,0,0.00254528
137236,0,0.002157591
137237,0,0.00276723
137238,0,0.002398329
137239,0,0.011733561
137240,0,0.00243689
137241,0,0.011260172
137242,0,0.002619046
137243,0,0.006982074
137244,0,0.007177328
137245,0,0.00272212
137246,0,0.003202477
137247,0,0.002677712
137248,0,0.002398329
137249,0,0.014019848
137250,0,0.002677712
137251,0,0.002267153
137252,0,0.002507863
137253,0,0.002677712
137254,0,0.002677712
137255,0,0.003413935
137256,0,0.010655107
137257,0,0.002415256
137258,0,0.002398329
137259,0,0.003525041
137260,0,0.002769311
137261,0,0.002664611
137262,0,0.002490963
137263,0,0.002776316
137264,0,0.025955632
137265,0,0.002664611
137266,0,0.00276723
137267,0,0.002415256
137268,0,0.002467246
137269,0,0.002398329
137270,0,0.00243689
137271,0,0.002398329
137272,0,0.007959196
137273,0,0.002677712
137274,0,0.002457538
137275,0,0.003138389
137276,0,0.002816762
137277,0,0.009777186
137278,0,0.002398329
137279,0,0.03293289
137280,0,0.00243689
137281,0,0.002250225
137282,0,0.00268151
137283,0,0.002507891
137284,0,0.002647749
137285,0,0.002398329
137286,0,0.003291791
137287,0,0.003675247
137288,0,0.006965677
137289,0,0.003525041
137290,0,0.002924125
137291,0,0.002467979
137292,0,0.003138389
137293,0,0.002415256
137294,0,0.003722878
137295,0,0.002398329
137296,0,0.002118412
137297,0,0.002841059
137298,0,0.002647749
137299,0,0.002694611
137300,0,0.003172929
137301,0,0.012609932
137302,0,0.002366509
137303,0,0.004224898
137304,0,0.010681288
137305,0,0.003261272
137306,0,0.010370159
137307,0,0.01282986
137308,0,0.00976574
137309,0,0.002301457
137310,0,0.002398329
137311,0,0.003692146
137312,0,0.029796695
137313,0,0.002378642
137314,0,0.002296409
137315,0,0.00275033
137316,0,0.002306933
137317,0,0.00254528
137318,0,0.002415256
137319,0,0.01137987
137320,0,0.002544966
137321,0,0.00268151
137322,0,0.002415256
137323,0,0.00272212
137324,0,0.006400421
137325,0,0.002948901
137326,0,0.002398329
137327,0,0.002704869
137328,0,0.003659093
137329,0,0.002267125
137330,0,0.003747866
137331,0,0.013551437
137332,0,0.009283722
137333,0,0.007403519
137334,0,0.002415256
137335,0,0.00268151
137336,0,0.006400421
137337,0,0.002174519
137338,0,0.002599462
137339,0,0.002208667
137340,0,0.002290034
137341,0,0.002677712
137342,0,0.002694611
137343,0,0.002398329
137344,0,0.009793995
137345,0,0.00235915
137346,0,0.003081699
137347,0,0.002822308
137348,0,0.002398329
137349,0,0.00235915
137350,0,0.002398329
137351,0,0.002809972
137352,0,0.002398329
137353,0,0.00272212
137354,0,0.002296409
137355,0,0.002651548
137356,0,0.002157591
137357,0,0.002398329
137358,0,0.00268151
137359,0,0.002721901
137360,0,0.002718373
137361,0,0.002157591
137362,0,0.00235915
137363,0,0.002463447
137364,0,0.007377911
137365,0,0.002705001
137366,0,0.003448193
137367,0,0.030097811
137368,0,0.014361363
137369,0,0.002664611
137370,0,0.002398329
137371,0,0.002813706
137372,0,0.002533742
137373,0,0.003214219
137374,0,0.002398329
137375,0,0.002721715
137376,0,0.003652226
137377,0,0.00245379
137378,0,0.002415256
137379,1,0.87997523
137380,0,0.010853797
137381,0,0.002398329
137382,0,0.002398329
137383,0,0.014062113
137384,0,0.003614809
137385,1,0.974287007
137386,0,0.003644778
137387,0,0.003675247
137388,0,0.002191418
137389,0,0.002191418
137390,0,0.006982074
137391,0,0.002432156
137392,0,0.00268151
137393,0,0.003201155
137394,0,0.002415256
137395,0,0.002398329
137396,0,0.002664648
137397,0,0.002677712
137398,0,0.002463447
137399,0,0.025398614
137400,0,0.002547824
137401,0,0.003173646
137402,0,0.009733897
137403,0,0.003993664
137404,0,0.003629723
137405,0,0.00268151
137406,0,0.002992846
137407,0,0.002157591
137408,0,0.002250225
137409,0,0.002664611
137410,0,0.002664611
137411,0,0.002398329
137412,0,0.002398329
137413,0,0.002793861
137414,0,0.00275033
137415,0,0.00217449
137416,0,0.00268151
137417,0,0.028633683
137418,0,0.003190545
137419,0,0.012387097
137420,0,0.002871907
137421,0,0.00217449
137422,0,0.00268151
137423,0,0.003993664
137424,0,0.002490963
137425,0,0.00235915
137426,0,0.004543364
137427,0,0.002731873
137428,0,0.004181808
137429,0,0.002793861
137430,0,0.002677712
137431,0,0.002632147
137432,0,0.002677712
137433,0,0.003648176
137434,0,0.003747866
137435,0,0.003599864
137436,0,0.002677712
137437,1,0.974287007
137438,0,0.002415256
137439,0,0.002398329
137440,0,0.013864778
137441,0,0.003701383
137442,0,0.005117584
137443,0,0.002739047
137444,0,0.00365026
137445,0,0.006731637
137446,0,0.00235915
137447,0,0.00406657
137448,0,0.002677712
137449,0,0.010328392
137450,0,0.00243689
137451,0,0.003474775
137452,0,0.003675992
137453,0,0.002415228
137454,0,0.002667471
137455,0,0.002943464
137456,0,0.002415256
137457,0,0.00235915
137458,0,0.003920906
137459,0,0.002398329
137460,0,0.002677712
137461,0,0.002490963
137462,0,0.00235915
137463,0,0.010353169
137464,0,0.002664611
137465,0,0.002415256
137466,0,0.002398329
137467,0,0.00272212
137468,0,0.002398329
137469,0,0.002191418
137470,0,0.002585931
137471,0,0.002704869
137472,0,0.002677712
137473,0,0.007056924
137474,0,0.003214219
137475,0,0.002415256
137476,0,0.003675247
137477,0,0.008689526
137478,0,0.044483229
137479,0,0.002467648
137480,0,0.00272212
137481,0,0.002677712
137482,0,0.00234961
137483,0,0.002677712
137484,0,0.002432156
137485,0,0.002634142
137486,0,0.004373595
137487,0,0.021615117
137488,0,0.002705001
137489,0,0.004080824
137490,0,0.003563453
137491,0,0.002398329
137492,0,0.003232477
137493,0,0.0128333
137494,0,0.003413935
137495,0,0.002267125
137496,0,0.002694611
137497,0,0.00235915
137498,0,0.013624056
137499,0,0.002585931
137500,0,0.002606721
137501,0,0.002415228
137502,0,0.002705001
137503,0,0.002389199
137504,0,0.012813155
137505,0,0.002415256
137506,0,0.002559463
137507,0,0.021773304
137508,0,0.00268151
137509,0,0.002963037
137510,0,0.002664611
137511,0,0.002432156
137512,0,0.002398329
137513,0,0.003465266
137514,0,0.002250225
137515,0,0.003834646
137516,0,0.00243689
137517,0,0.002398329
137518,0,0.002677712
137519,0,0.00268151
137520,0,0.002664611
137521,0,0.002415256
137522,0,0.002415256
137523,0,0.006979722
137524,0,0.00278621
137525,0,0.002677712
137526,0,0.002553664
137527,0,0.013312075
137528,0,0.008933545
137529,0,0.00262511
137530,0,0.009022753
137531,0,0.006357674
137532,0,0.003413935
137533,0,0.002664611
137534,0,0.002647749
137535,0,0.013693419
137536,0,0.007837678
137537,1,0.95779987
137538,0,0.006427379
137539,0,0.002463447
137540,0,0.019347567
137541,0,0.003318437
137542,0,0.002793861
137543,0,0.002655244
137544,0,0.002632147
137545,0,0.002398329
137546,0,0.002527107
137547,0,0.002208667
137548,0,0.00350534
137549,0,0.002415256
137550,0,0.002547824
137551,0,0.002284053
137552,0,0.003644778
137553,0,0.00254528
137554,0,0.002664611
137555,0,0.00254528
137556,0,0.003552458
137557,0,0.002677712
137558,0,0.002677712
137559,0,0.006693723
137560,0,0.002298953
137561,0,0.002664611
137562,0,0.003675247
137563,0,0.002415228
137564,0,0.00268151
137565,0,0.011599907
137566,0,0.002157591
137567,0,0.002398329
137568,0,0.002415228
137569,0,0.002677712
137570,0,0.002398329
137571,0,0.002482177
137572,0,0.002398329
137573,0,0.029641873
137574,0,0.008923106
137575,0,0.007206666
137576,0,0.003747866
137577,0,0.00252849
137578,0,0.00235915
137579,0,0.002398329
137580,0,0.00276723
137581,0,0.003675247
137582,0,0.005381344
137583,0,0.00276723
137584,0,0.00243689
137585,0,0.002415228
137586,0,0.002755947
137587,0,0.004222963
137588,0,0.002677712
137589,0,0.005877677
137590,0,0.003651601
137591,0,0.003005947
137592,0,0.00234961
137593,0,0.00235915
137594,0,0.002946137
137595,0,0.002375203
137596,0,0.003692146
137597,0,0.003929812
137598,0,0.00268151
137599,0,0.003488441
137600,0,0.002677712
137601,0,0.00254528
137602,0,0.003549139
137603,0,0.002463447
137604,0,0.002191418
137605,0,0.00272212
137606,0,0.008278235
137607,0,0.002677712
137608,0,0.003340189
137609,0,0.002174519
137610,0,0.007208914
137611,0,0.031504069
137612,0,0.003823964
137613,0,0.003491674
137614,0,0.002432156
137615,0,0.003675247
137616,0,0.002432156
137617,0,0.002677712
137618,0,0.002677712
137619,0,0.002438987
137620,0,0.002463447
137621,0,0.002398329
137622,0,0.007200234
137623,0,0.021110532
137624,0,0.002992846
137625,0,0.002582562
137626,0,0.002470266
137627,0,0.002677712
137628,0,0.002632147
137629,0,0.00648307
137630,1,0.961503835
137631,0,0.00254528
137632,0,0.002664611
137633,0,0.002118412
137634,0,0.00406657
137635,0,0.002415256
137636,0,0.003442072
137637,0,0.002664611
137638,0,0.002332682
137639,0,0.00365026
137640,0,0.002345193
137641,0,0.004351981
137642,0,0.002739047
137643,0,0.003005947
137644,0,0.002398329
137645,0,0.002677712
137646,0,0.004732637
137647,0,0.002904504
137648,0,0.011350472
137649,0,0.007498858
137650,0,0.002480347
137651,0,0.002694611
137652,0,0.002191418
137653,0,0.00235915
137654,0,0.007225842
137655,0,0.002677712
137656,0,0.002415256
137657,0,0.002619046
137658,0,0.002694611
137659,0,0.002332682
137660,0,0.008009982
137661,0,0.002515209
137662,0,0.002647749
137663,0,0.002904504
137664,0,0.011968952
137665,0,0.00217449
137666,0,0.002647749
137667,0,0.002349581
137668,0,0.00254528
137669,0,0.020318458
137670,0,0.010047253
137671,0,0.002694611
137672,0,0.00268151
137673,0,0.0053977
137674,0,0.007819939
137675,0,0.002824909
137676,0,0.004461935
137677,0,0.002933037
137678,0,0.003823964
137679,0,0.012394128
137680,0,0.002191418
137681,0,0.002174519
137682,0,0.00263469
137683,0,0.002694611
137684,0,0.002157591
137685,0,0.002398329
137686,0,0.010184432
137687,0,0.011872103
137688,0,0.002603481
137689,0,0.002463447
137690,0,0.003840864
137691,0,0.0136084
137692,0,0.008956912
137693,0,0.002694611
137694,0,0.003644778
137695,0,0.002664611
137696,0,0.002415228
137697,0,0.002677712
137698,0,0.003528667
